TxnId,New Url
vehicledetail,http://www.taxdisc.direct.gov.uk/EvlPortalApp/?SKIN=businesslink
taxdiscw,http://www.taxdisc.direct.gov.uk/EvlPortalApp/?SKIN=businesslink
taxdisc,http://www.taxdisc.direct.gov.uk/EvlPortalApp/?SKIN=businesslink
sornw,http://www.taxdisc.direct.gov.uk/EvlPortalApp/?SKIN=businesslink
sorn,http://www.taxdisc.direct.gov.uk/EvlPortalApp/?SKIN=businesslink
ipo,https://www.ipo.gov.uk/types/patent/p-os/p-apply-online/p-apply-online-uk-filingsystem/p-apply-online-sfd-checklist/p-apply-online-sfd-form.htm
irdtMaintain,https://dsa.dft.gov.uk/irdtm
cpcRecord,https://dsa.dft.gov.uk/cpctrain
umbrellasearch,http://www.homeoffice.gov.uk/agencies-public-bodies/crb/services/ub-search/
umbrellaupdate,http://www.crb.homeoffice.gov.uk/businesslink/umbrella_body_update.aspx
jobwarehouse,https://jobwarehouse.businesslink.gov.uk/gateway.aspx
edon,https://edon.businesslink.gov.uk/gateway.aspx?xgovr3h=edon
CIS_Contractor_AAG,https://online.hmrc.gov.uk/linkto?hmrctxnid=CIS_Contractor_AAG
CIS_Agents_AAG,https://online.hmrc.gov.uk/linkto?hmrctxnid=CIS_Agents_AAG
CT_Orgs_AAG,https://online.hmrc.gov.uk/linkto?hmrctxnid=CT_Orgs_AAG
CT_Agents_AAG,https://online.hmrc.gov.uk/linkto?hmrctxnid=CT_Agents_AAG
ECSL_Org,https://online.hmrc.gov.uk/linkto?hmrctxnid=ECSL_Org
ECSL_Agent,https://online.hmrc.gov.uk/linkto?hmrctxnid=ECSL_Agent
PAYE_Employer_AAG,https://online.hmrc.gov.uk/linkto?hmrctxnid=PAYE_Employer_AAG
PAYE_Agent_AAG,https://online.hmrc.gov.uk/linkto?hmrctxnid=PAYE_Agent_AAG
RCSL_Org,https://online.hmrc.gov.uk/linkto?hmrctxnid=RCSL_Org
RCSL_Agent,https://online.hmrc.gov.uk/linkto?hmrctxnid=RCSL_Agent
VAT_Trader_AAG,https://online.hmrc.gov.uk/linkto?hmrctxnid=VAT_Trader_AAG
VAT_Agent_AAG,https://online.hmrc.gov.uk/linkto?hmrctxnid=VAT_Agent_AAG
SDLT_Org_AAG,https://online.hmrc.gov.uk/linkto?hmrctxnid=SDLT_Org_AAG
SDLT_Agent_AAG,https://online.hmrc.gov.uk/linkto?hmrctxnid=SDLT_Agent_AAG
KANAEMPREGBelow25,https://online.hmrc.gov.uk/linkto?hmrctxnid=KANAEMPREGBelow25
KANAEMPREGBelowover5,https://online.hmrc.gov.uk/linkto?hmrctxnid=KANAEMPREGBelowover5
KANAEMPREGLtd12,https://online.hmrc.gov.uk/linkto?hmrctxnid=KANAEMPREGLtd12
KANAEMPREGLtd35,https://online.hmrc.gov.uk/linkto?hmrctxnid=KANAEMPREGLtd35
KANAEMPREGLtdover5,https://online.hmrc.gov.uk/linkto?hmrctxnid=KANAEMPREGLtdover5
KANAEMPREGPartner12,https://online.hmrc.gov.uk/linkto?hmrctxnid=KANAEMPREGPartner12
KANAEMPREGPartner35,https://online.hmrc.gov.uk/linkto?hmrctxnid=KANAEMPREGPartner35
KANAEMPREGPartner610,https://online.hmrc.gov.uk/linkto?hmrctxnid=KANAEMPREGPartner610
KANAEMPREGSole,https://online.hmrc.gov.uk/linkto?hmrctxnid=KANAEMPREGSole
KANAEHLP45Starter,https://online.hmrc.gov.uk/linkto?hmrctxnid=KANAEHLP45Starter
KANAEHLP46,https://online.hmrc.gov.uk/linkto?hmrctxnid=KANAEHLP46
KANAEHLEOYEnqFinish,https://online.hmrc.gov.uk/linkto?hmrctxnid=KANAEHLEOYEnqFinish
KANAEHLP45Leaver,https://online.hmrc.gov.uk/linkto?hmrctxnid=KANAEHLP45Leaver
KANAEHLSSP,https://online.hmrc.gov.uk/linkto?hmrctxnid=KANAEHLSSP
KANASmail,https://online.hmrc.gov.uk/linkto?hmrctxnid=KANASmail
KANAEHLSSPA,https://online.hmrc.gov.uk/linkto?hmrctxnid=KANAEHLSSPA
KANAEHLSSPM,https://online.hmrc.gov.uk/linkto?hmrctxnid=KANAEHLSSPM
KANAEHLSAP,https://online.hmrc.gov.uk/linkto?hmrctxnid=KANAEHLSAP
KANACWF1ST,https://online.hmrc.gov.uk/linkto?hmrctxnid=KANACWF1ST
KANACWF1PT,https://online.hmrc.gov.uk/linkto?hmrctxnid=KANACWF1PT
KANADMBSAP,https://online.hmrc.gov.uk/linkto?hmrctxnid=KANADMBSAP
KANAEMPREG1,https://online.hmrc.gov.uk/linkto?hmrctxnid=KANAEMPREG1
pensionsleafletscy,https://secureonline.dwp.gov.uk/tps-businesslink/cy/leaflet-ordering-online/orderform-step1.asp
cpfregistrationcy,https://secureonline.dwp.gov.uk/tps-businesslink/cy/pension-forecast/home.asp
wtlpartner,http://www.eca-water.gov.uk/partneraccess
wtlproducts,http://www.eca-water.gov.uk/productsearch
wfhbht,http://wwt.workingforhealth.gov.uk/main/
ndsweb,https://dlcu.homeoffice.gov.uk/Default.aspx
eiir,http://bl.insolvency.gov.uk/eiir/
fip,http://bl.insolvency.gov.uk/fip/
spire,https://www.spire.bis.gov.uk/
los,http://los.dwp.gov.uk
brebrowse,http://www.betterregulation.gov.uk/ideas/index.cfm
bresubmit,http://www.betterregulation.gov.uk/idea/index.cfm
edonw,https://edon.businesslink.gov.uk/Edon/setLocale.do?country=GB&amp;language=cy&amp;page=/initialise.do
cpcDelegated,https://dsa.dft.gov.uk/delegated
frr,http://bl.fuelreadyreckoner.org.uk/
esdal,https://esdal.dft.gov.uk/public-4-008/login.do?method=login
peach,http://ehmipeach.defra.gov.uk
apptraining,http://www.nmodoitonline.bis.gov.uk/training/introduction.aspx
appcalib,http://www.nmodoitonline.bis.gov.uk/applicationform/Application_For_The_Calibration_of_Mass_Length_or_Volume.aspx
appprodcert,http://www.nmodoitonline.bis.gov.uk/applicationform/Application_for_Product_Certification.aspx
apppreassess,http://www.nmodoitonline.bis.gov.uk/applicationform/Application_For_Pre-Assessment.aspx
appqmscert,http://www.nmodoitonline.bis.gov.uk/applicationform/Quality_Management_System_Certification_On-line_Application_Form.aspx
nmodocsearch,http://www.nmodoitonline.bis.gov.uk/legislation.aspx
nmofindbody,http://www.nmodoitonline.bis.gov.uk/InstrumentSearch.aspx
EU_V_R_Trader_AAG,https://ibt.hmrc.gov.uk/linkto?hmrctxnid=EU_V_R_Trader_AAG
EU_V_R_AgtNoVRN_AAG,https://online.hmrc.gov.uk/linkto?hmrctxnid=EU_V_R_AgentNoVRN_AAG
edomero,http://edomero.defra.gov.uk/
EU_V_R_Agent_AAG,https://online.hmrc.gov.uk/linkto?hmrctxnid=EU_V_R_Agent_AAG
KANANICSHol,https://businesslink-online.hmrc.gov.uk/shortforms/form/NICHoliday
r2010,http://www.2010.voa.gov.uk/rli
patentsfd,http://www.ipo.gov.uk/bl-p-apply-online-sfd-form-start
patentform1,http://www.ipo.gov.uk/bl-p-apply-online-uk-form-start
patentstatusenquiry,http://www.ipo.gov.uk/bl-p-find-number-start
EMCSOrg,https://online.hmrc.gov.uk/linkto?hmrctxnid=EMCSOrg
efor,https://batransandbareports.voa.gov.uk/for6003_app_pres_ApplicationWeb/viewIdentityFORAction.do?
prccasearch,http://bl.credit-register.oft.gov.uk/pr/default.aspx
oftcodesearch,https://bl.oft-tools.oft.gov.uk/consumer-advice/approved-codes-explained/business-search/
agricsurveydec,https://secure.services.defra.gov.uk/wfacomp/routing?target=DEC
rpasps,https://spsonline.rpa.gov.uk/eSP5Online/login.action
cftx1,http://www.contractsfinder.businesslink.gov.uk/
cftx2,http://www.contractsfinder.businesslink.gov.uk/Buyer Overview.aspx?site=1000&amp;lang=en
cftx5,http://online.contractsfinder.businesslink.gov.uk/Buyers/My Notices.aspx
rpaspsenrol,https://spsonline.rpa.gov.uk/RPARegAndEnrol/secure!getStarted.action
cftx3,http://www.contractsfinder.businesslink.gov.uk/Search%20Contracts.aspx
cftx4,http://online.contractsfinder.businesslink.gov.uk/Common/Search Suppliers.aspx
cftx6,http://www.contractsfinder.businesslink.gov.uk/Search%20Contracts.aspx?site=1000&amp;lang=en&amp;ea=true
cftx7,https://online.contractsfinder.businesslink.gov.uk/Common/Edit Email Preferences.aspx
bcmscts,https://secure.services.defra.gov.uk/wps/myportal/wfactso/HoldingSummary
ctsenrol,https://secure.services.defra.gov.uk/wps/portal/wfactso/HoldingEnrolments
elstewardship,https://secure.services.defra.gov.uk/wps/portal/wfa/ELSOnline
crosscomp,https://secure.services.defra.gov.uk/wfacomp/routing?target=XCS
soilprot,https://secure.services.defra.gov.uk/wfacomp/routing?target=SPR
nvz,https://secure.services.defra.gov.uk/wfacomp/routing?target=NVA
agricsurveyjun,https://secure.services.defra.gov.uk/wfacomp/routing?target=JUN
nvzderog,https://secure.services.defra.gov.uk/wfacomp/routing?target=NVD
foodstandard,https://secure.services.defra.gov.uk/wfacomp/routing?target=FSG
animalfeed,https://secure.services.defra.gov.uk/wfacomp/routing?target=AFR
csft,https://secure.services.defra.gov.uk/wfacomp/routing?target=CSF
wholefarmenrol,https://secure.services.defra.gov.uk/wps/portal/wfa/SignUp
wholefarmenrolagent,https://secure.services.defra.gov.uk/wps/portal/wfa/SignUpAgent
wholefarm,https://secure.services.defra.gov.uk/wps/portal/wfa
winc,https://ewf.companieshouse.gov.uk/govlink
inforightsdsnsearch,http://www.informationtribunal.gov.uk/bl/Public/search.aspx
carfueldata,http://carfueldata.dft.gov.uk
ipohealthcheck,http://www.ipo.gov.uk/bl-ipdiag-start.htm
findor,http://bl.insolvency.gov.uk/rebrandedorsearch/oraddresssearch.asp
queensawards,https://queensawards.bis.gov.uk
compsearch,http://www.businesslink.innovateuk.org/competitions-search
courtfinder,http://www.hmcourts-service.gov.uk/HMCSCourtFinder/
formfinder,http://www.hmcourts-service.gov.uk/HMCSCourtFinder/FormFinder.do
insscomplain,http://bl.insolvency.gov.uk/RebrandedComplaintForm/complaintform.asp
inssenforcement,http://bl.insolvency.gov.uk/Rebrandedeiir
cib,http://bl.insolvency.gov.uk/RebrandedEnforcementHotline/hotlineform.asp
SA_Indiv_AAG,https://online.hmrc.gov.uk/linkto?hmrctxnid=SA_Indiv_AAG
reg_wizard,https://businesslink-online.hmrc.gov.uk/registration/newbusiness/introduction?lang=eng
