Old Url,New Url,Status,Suggested Links,Archive Link
http://www.direct.gov.uk/en/EducationAndLearning/AdultLearning/index.htm,,410,https://nationalcareersservice.direct.gov.uk/Pages/Home.aspx,
http://www.direct.gov.uk/en/Dl1/Directories/UsefulContactsByCategory/EducationAndLearningContacts/DG_10013674,,410,,
http://www.direct.gov.uk/en/EducationAndLearning/AdultLearning/,,410,https://nationalcareersservice.direct.gov.uk,
http://www.direct.gov.uk/en/Dl1/Directories/DG_10011616,https://www.gov.uk/find-your-local-council,301,,
http://www.direct.gov.uk/en/TravelAndTransport/Foreigntravel/AirTravel/DG_176737,,410,,
http://www.direct.gov.uk/en/Employment/Employees/Flexibleworking/DG_184874,,410,,
http://www.direct.gov.uk/en/Dl1/Directories/DG_10010943,,410,,
http://www.direct.gov.uk/en/HomeAndCommunity/Planning/DoingWorkYourself/DG_10030290,https://www.gov.uk/complain-demolition-works,301,,
http://www.direct.gov.uk/en/CaringForSomeone/CarersAndEmployment/DG_182917,,410,,
http://www.direct.gov.uk/en/Dl1/Directories/UsefulContactsByCategory/EmploymentContacts/DG_172141,,410,,
http://www.direct.gov.uk/en/Motoring/BuyingAndSellingAVehicle/AdviceOnBuyingAndSellingAVehicle/DG_4022402,https://www.gov.uk/browse/driving,301,,
http://www.direct.gov.uk/en/Motoring/BuyingAndSellingAVehicle/AdviceOnBuyingAndSellingAVehicle/index.htm,,410,http://www.adviceguide.org.uk/,
http://www.direct.gov.uk/en/Dl1/Directories/DG_1000006201,,410,,
http://www.direct.gov.uk/en/Dl1/Directories/UsefulContactsByCategory/EmploymentContacts/DG_172106,,410,,
http://www.direct.gov.uk/en/Motoring/OwningAVehicle/AdviceOnKeepingYourVehicle/index.htm,https://www.gov.uk/browse/driving,410,,
http://www.direct.gov.uk/en/Governmentcitizensandrights/Consumerrights/Yourconsumerrightswhenbuyinggoodsandservices/Adviceonmobileandlandlinecharges/index.htm,,410,,
http://www.direct.gov.uk/en/Governmentcitizensandrights/Consumerrights/Yourconsumerrightswhenbuyinggoodsandservices/Adviceonmobileandlandlinecharges/DG_WP189643,,410,http://www.phonepayplus.org.uk/For-the-Public.aspx,
http://www.direct.gov.uk/en/HomeAndCommunity/InYourHome/Dealingwithemergencies/Preparingforemergencies/DG_175918,,410,,
http://www.direct.gov.uk/en/Motoring/BuyingAndSellingAVehicle/AdviceOnBuyingAndSellingAVehicle/DG_4022403,https://www.gov.uk/notifying-dvla-if-you-sell-your-vehicle,301,,
http://www.direct.gov.uk/en/Governmentcitizensandrights/Death/WhatToDoAfterADeath/DG_066805,https://www.gov.uk/find-bereavement-services-from-council,301,,
http://www.direct.gov.uk/en/Dl1/Directories/DG_10011078,,410,,
http://www.direct.gov.uk/en/Dl1/Directories/DG_10010917,,410,,
http://www.direct.gov.uk/en/Dl1/Directories/DG_10015178,,410,,
http://www.direct.gov.uk/en/Parents/Childcare/DG_066832,https://www.gov.uk/help-with-childcare-costs,301,,
http://www.direct.gov.uk/en/HomeAndCommunity/BuyingAndSellingYourHome/HomeBuyingSchemes/DG_4001347,https://www.gov.uk/affordable-home-ownership-schemes/overview,301,,
